order_id,order_date,region,product,quantity,unit_price,revenue
10234,2026-12-16,South,Accessories,1,500,500
10235,2034-07-01,South,Accessories,4,2000,8000
10236,2033-09-28,West,Monitor,1,2000,2000
10237,2023-09-11,East,Accessories,2,1500,3000
10238,2031-09-19,West,Laptop,4,500,2000
10239,2030-01-01,South,Laptop,3,500,1500
10240,2023-04-09,East,Keyboard,1,500,500
10241,2029-01-09,North,Tablet,4,800,3200
10242,2031-02-09,East,Accessories,4,800,3200
10243,2036-08-13,South,Tablet,4,2000,8000
10244,2035-02-20,North,Smartphone,1,1500,1500
10245,2033-05-05,East,Laptop,3,1200,3600
10246,2030-11-09,North,Keyboard,4,1500,6000
10247,2031-11-09,North,Smartphone,1,800,800
10248,2033-05-19,South,Keyboard,2,800,1600
10249,2025-08-14,North,Monitor,1,2000,2000
10250,2034-02-19,West,Laptop,1,1200,1200
10251,2023-06-10,South,Smartphone,1,500,500
10252,2035-04-21,West,Monitor,4,1200,4800
10253,2026-07-24,North,Smartphone,1,1200,1200
10254,2036-06-12,West,Keyboard,2,1200,2400
10255,2033-12-01,East,Monitor,4,2000,8000
10256,2027-03-08,North,Monitor,2,800,1600
10257,2026-05-03,East,Laptop,5,500,2500
10258,2035-04-24,West,Tablet,1,1200,1200
10259,2035-12-19,East,Keyboard,4,500,2000
10260,2031-07-02,North,Keyboard,4,1200,4800
10261,2030-06-28,East,Monitor,1,800,800
10262,2035-06-22,West,Monitor,3,500,1500
10263,2025-08-12,West,Laptop,3,1500,4500
10264,2035-07-02,West,Tablet,2,800,1600
10265,2032-06-08,North,Keyboard,1,500,500
10266,2025-11-11,West,Accessories,1,1200,1200
10267,2027-08-21,North,Accessories,5,1200,6000
10268,2032-05-29,East,Tablet,3,800,2400
10269,2024-07-16,West,Smartphone,3,800,2400
10270,2029-10-21,East,Laptop,1,1200,1200
10271,2032-03-08,South,Tablet,2,500,1000
10272,2023-08-14,East,Accessories,1,1500,1500
10273,2036-05-25,South,Monitor,2,2000,4000
10274,2025-08-17,East,Accessories,3,800,2400
10275,2035-06-15,North,Monitor,5,1200,6000
10276,2031-05-26,East,Laptop,4,500,2000
10277,2025-03-26,North,Monitor,3,800,2400
10278,2036-01-07,North,Tablet,2,500,1000
10279,2035-09-17,West,Monitor,1,800,800
10280,2031-07-18,North,Smartphone,3,1200,3600
10281,2023-01-17,South,Tablet,5,500,2500
10282,2026-05-28,West,Laptop,2,1200,2400
10283,2029-01-14,West,Tablet,1,500,500
10284,2029-11-29,East,Smartphone,4,800,3200
10285,2025-12-05,North,Laptop,2,2000,4000
10286,2032-06-06,North,Accessories,1,2000,2000
10287,2030-01-09,South,Smartphone,4,1500,6000
10288,2025-11-26,East,Laptop,1,1500,1500
10289,2029-05-16,East,Monitor,4,1200,4800
10290,2032-05-13,West,Tablet,4,500,2000
10291,2023-10-29,West,Laptop,4,1500,6000
10292,2034-09-16,West,Tablet,1,800,800
10293,2024-08-29,South,Monitor,4,2000,8000
10294,2031-09-06,South,Laptop,2,500,1000
10295,2024-11-30,West,Accessories,5,2000,10000
10296,2026-02-13,East,Smartphone,5,500,2500
10297,2023-07-10,South,Laptop,4,1500,6000
10298,2029-04-19,East,Monitor,5,1500,7500
10299,2025-09-07,East,Laptop,5,1200,6000
10300,2031-02-23,North,Tablet,4,500,2000
10301,2026-03-30,West,Keyboard,4,800,3200
10302,2032-02-10,North,Laptop,2,1500,3000
10303,2032-04-17,West,Accessories,3,1200,3600
10304,2023-05-08,West,Laptop,1,1500,1500
10305,2028-08-27,East,Smartphone,4,2000,8000
10306,2027-12-22,West,Laptop,4,1500,6000
10307,2024-07-23,East,Keyboard,5,500,2500
10308,2028-03-10,East,Tablet,2,1200,2400
10309,2030-06-26,West,Laptop,5,500,2500
10310,2033-07-30,East,Accessories,4,800,3200
10311,2035-12-05,East,Monitor,4,800,3200
10312,2033-12-28,East,Laptop,5,1500,7500
10313,2030-12-11,South,Laptop,4,1200,4800
10314,2027-08-14,East,Smartphone,3,1200,3600
10315,2031-03-29,South,Accessories,1,1200,1200
10316,2023-06-04,South,Keyboard,1,1200,1200
10317,2029-12-12,East,Monitor,1,1500,1500
10318,2026-11-10,East,Tablet,3,500,1500
10319,2034-02-09,South,Laptop,4,1500,6000
10320,2025-02-23,South,Keyboard,5,500,2500
10321,2031-09-11,East,Monitor,2,2000,4000
10322,2034-11-20,East,Tablet,4,2000,8000
10323,2030-09-07,West,Keyboard,3,500,1500
10324,2024-06-21,South,Accessories,3,1500,4500
10325,2028-01-16,South,Accessories,1,800,800
10326,2029-09-21,West,Monitor,4,1500,6000
10327,2024-06-08,South,Tablet,1,800,800
10328,2031-01-29,North,Accessories,2,1500,3000
10329,2034-04-24,South,Monitor,1,1200,1200
10330,2036-02-02,West,Accessories,2,1200,2400
10331,2034-04-08,North,Accessories,3,2000,6000
10332,2029-06-26,East,Keyboard,1,2000,2000
10333,2033-07-14,West,Keyboard,1,500,500
10334,2035-04-23,West,Accessories,5,800,4000
10335,2030-05-25,East,Smartphone,3,1200,3600
10336,2025-08-29,West,Keyboard,5,1500,7500
10337,2026-03-12,South,Tablet,2,500,1000
10338,2036-06-30,East,Monitor,2,1500,3000
10339,2030-08-06,West,Monitor,3,1200,3600
10340,2028-06-05,East,Tablet,2,1200,2400
10341,2025-05-03,East,Tablet,3,1200,3600
10342,2034-05-09,East,Tablet,2,1200,2400
10343,2033-03-25,North,Tablet,4,1500,6000
10344,2033-04-27,West,Laptop,1,500,500
10345,2024-07-28,North,Monitor,4,1200,4800
10346,2031-12-06,West,Laptop,3,2000,6000
10347,2026-02-22,South,Accessories,3,500,1500
10348,2027-09-12,South,Accessories,4,2000,8000
10349,2036-01-30,South,Monitor,1,1500,1500
10350,2036-07-04,West,Accessories,1,1200,1200
10351,2033-07-21,East,Tablet,5,500,2500
10352,2029-10-27,East,Laptop,2,1200,2400
10353,2030-04-14,North,Tablet,5,1200,6000
10354,2031-07-22,North,Accessories,1,500,500
10355,2031-05-10,South,Keyboard,4,1200,4800
10356,2023-01-05,North,Laptop,2,1200,2400
10357,2036-05-01,West,Tablet,4,800,3200
10358,2025-05-26,West,Monitor,5,800,4000
10359,2025-09-18,North,Tablet,3,500,1500
10360,2034-05-05,North,Keyboard,4,500,2000
10361,2034-12-13,North,Accessories,5,1200,6000
10362,2035-03-24,North,Laptop,5,2000,10000
10363,2024-09-27,South,Monitor,5,500,2500
10364,2027-08-21,South,Laptop,3,1200,3600
10365,2027-08-10,North,Monitor,3,2000,6000
10366,2036-01-05,West,Laptop,3,800,2400
10367,2023-04-30,South,Accessories,2,500,1000
10368,2025-04-10,West,Monitor,3,1200,3600
10369,2033-01-23,East,Smartphone,3,800,2400
10370,2026-10-01,West,Laptop,3,1500,4500
10371,2025-01-10,North,Laptop,4,800,3200
10372,2023-04-27,East,Tablet,3,1200,3600
10373,2030-10-09,South,Monitor,2,2000,4000
10374,2026-02-24,South,Keyboard,5,1500,7500
10375,2028-04-15,East,Smartphone,4,1500,6000
10376,2025-10-09,West,Accessories,1,1500,1500
10377,2027-07-23,South,Tablet,3,500,1500
10378,2025-12-17,North,Smartphone,5,1200,6000
10379,2035-12-13,East,Monitor,5,1500,7500
10380,2024-05-27,North,Smartphone,4,800,3200
10381,2030-10-20,East,Laptop,1,2000,2000
10382,2024-07-13,South,Laptop,2,1200,2400
10383,2033-01-20,West,Tablet,5,800,4000
10384,2035-07-20,East,Monitor,5,500,2500
10385,2036-09-01,East,Monitor,5,1500,7500
10386,2032-02-26,North,Smartphone,5,800,4000
10387,2034-02-22,South,Tablet,4,1200,4800
10388,2036-02-21,North,Monitor,1,800,800
10389,2027-01-10,South,Keyboard,5,500,2500
10390,2024-08-03,North,Keyboard,2,2000,4000
10391,2029-04-13,East,Laptop,2,1500,3000
10392,2031-08-14,North,Smartphone,3,1200,3600
10393,2034-08-20,West,Accessories,5,1500,7500
10394,2027-08-07,South,Laptop,5,1500,7500
10395,2032-08-07,South,Tablet,5,1500,7500
10396,2030-07-07,East,Monitor,5,800,4000
10397,2032-03-10,South,Laptop,5,800,4000
10398,2034-01-28,West,Accessories,2,2000,4000
10399,2026-05-28,North,Accessories,1,500,500
10400,2031-07-16,East,Keyboard,1,1200,1200
10401,2028-11-11,West,Tablet,3,800,2400
10402,2031-05-18,South,Laptop,2,1500,3000
10403,2035-06-15,South,Smartphone,5,500,2500
10404,2031-02-07,West,Laptop,1,1200,1200
10405,2029-03-15,North,Keyboard,4,1200,4800
10406,2029-10-15,North,Accessories,4,1200,4800
10407,2035-09-21,East,Tablet,4,1200,4800
10408,2027-06-24,South,Tablet,5,2000,10000
10409,2027-10-24,West,Smartphone,5,1200,6000
10410,2035-03-11,North,Tablet,3,500,1500
10411,2028-09-01,East,Keyboard,3,800,2400
10412,2030-10-20,South,Keyboard,3,500,1500
10413,2031-11-26,South,Keyboard,4,1500,6000
10414,2033-03-19,East,Tablet,5,2000,10000
10415,2029-10-25,East,Tablet,4,2000,8000
10416,2027-06-20,North,Keyboard,3,1500,4500
10417,2030-09-17,West,Tablet,5,500,2500
10418,2025-10-12,South,Tablet,2,500,1000
10419,2026-09-10,West,Accessories,1,1500,1500
10420,2035-08-17,South,Laptop,1,1200,1200
10421,2031-06-15,South,Monitor,3,1200,3600
10422,2030-10-10,West,Tablet,4,800,3200
10423,2023-12-02,East,Monitor,2,500,1000
10424,2035-07-29,North,Monitor,5,500,2500
10425,2025-06-14,South,Accessories,4,1500,6000
10426,2032-09-16,East,Tablet,3,1500,4500
10427,2025-05-01,South,Keyboard,4,1200,4800
10428,2027-08-15,North,Monitor,3,500,1500
10429,2028-04-15,South,Tablet,1,500,500
10430,2033-04-04,North,Smartphone,1,2000,2000
10431,2029-08-24,North,Keyboard,4,800,3200
10432,2027-04-18,South,Smartphone,2,800,1600
10433,2033-12-14,South,Smartphone,5,1200,6000
10434,2030-07-01,North,Monitor,3,500,1500
10435,2032-07-30,East,Smartphone,5,2000,10000
10436,2033-09-18,West,Accessories,1,500,500
10437,2025-12-02,North,Accessories,2,1500,3000
10438,2034-12-29,South,Monitor,2,1200,2400
10439,2029-09-10,South,Tablet,5,800,4000
10440,2034-03-31,East,Laptop,1,500,500
10441,2032-03-27,West,Tablet,5,1200,6000
10442,2033-11-13,North,Tablet,4,800,3200
10443,2029-12-21,North,Tablet,2,500,1000
10444,2025-01-23,West,Tablet,2,2000,4000
10445,2028-09-13,North,Keyboard,4,1200,4800
10446,2030-08-06,West,Laptop,1,500,500
10447,2030-12-06,South,Keyboard,2,800,1600
10448,2034-06-17,West,Smartphone,3,800,2400
10449,2025-02-14,North,Tablet,3,2000,6000
10450,2027-06-14,West,Accessories,1,1200,1200
10451,2031-05-28,East,Monitor,4,1200,4800
10452,2024-02-22,South,Monitor,5,500,2500
10453,2023-04-25,South,Keyboard,1,800,800
10454,2024-09-08,West,Keyboard,5,800,4000
10455,2033-11-18,North,Accessories,1,2000,2000
10456,2031-12-12,East,Tablet,3,2000,6000
10457,2025-04-05,South,Laptop,4,1200,4800
10458,2027-02-25,South,Smartphone,3,800,2400
10459,2031-08-13,North,Monitor,4,500,2000
10460,2024-02-17,North,Smartphone,5,1500,7500
10461,2024-12-29,East,Laptop,1,500,500
10462,2032-03-02,West,Keyboard,2,2000,4000
10463,2030-09-09,North,Monitor,2,500,1000
10464,2024-11-06,West,Smartphone,4,800,3200
10465,2032-06-27,East,Keyboard,4,1200,4800
10466,2029-11-09,West,Laptop,3,1500,4500
10467,2031-02-15,South,Smartphone,2,1200,2400
10468,2030-08-18,West,Tablet,3,1500,4500
10469,2026-01-27,East,Keyboard,5,1500,7500
10470,2034-03-03,East,Laptop,2,800,1600
10471,2027-04-21,East,Smartphone,5,800,4000
10472,2028-11-13,West,Tablet,1,2000,2000
10473,2027-08-15,South,Tablet,3,2000,6000
10474,2034-04-25,North,Laptop,4,1500,6000
10475,2033-07-18,South,Accessories,2,2000,4000
10476,2032-06-02,West,Monitor,3,800,2400
10477,2033-04-24,West,Laptop,4,2000,8000
10478,2029-05-15,North,Tablet,1,1500,1500
10479,2030-12-24,West,Tablet,2,1200,2400
10480,2036-08-08,East,Laptop,5,500,2500
10481,2033-10-27,East,Accessories,1,2000,2000
10482,2024-08-18,East,Monitor,4,800,3200
10483,2024-12-29,East,Smartphone,2,1200,2400
10484,2026-09-27,East,Laptop,2,800,1600
10485,2035-04-20,West,Monitor,1,2000,2000
10486,2024-11-29,North,Monitor,2,1500,3000
10487,2024-01-31,North,Keyboard,4,500,2000
10488,2034-06-03,East,Tablet,1,500,500
10489,2034-12-09,West,Smartphone,5,1200,6000
10490,2029-11-07,South,Laptop,1,500,500
10491,2027-12-25,South,Tablet,1,1500,1500
10492,2024-12-18,West,Keyboard,5,800,4000
10493,2030-08-14,East,Keyboard,4,1500,6000
10494,2036-07-17,North,Tablet,3,1200,3600
10495,2032-10-17,West,Accessories,3,1200,3600
10496,2023-05-24,South,Monitor,5,500,2500
10497,2036-08-20,South,Laptop,4,1500,6000
10498,2031-08-07,South,Laptop,2,800,1600
10499,2035-04-19,East,Laptop,5,1500,7500
10500,2031-01-17,South,Tablet,3,800,2400
10501,2032-12-15,West,Accessories,4,800,3200
10502,2031-10-28,West,Smartphone,1,1500,1500
10503,2026-03-13,South,Keyboard,4,2000,8000
10504,2030-03-01,West,Tablet,4,1500,6000
10505,2025-11-28,South,Smartphone,3,800,2400
10506,2028-11-26,South,Keyboard,3,1200,3600
10507,2031-03-02,North,Keyboard,2,1200,2400
10508,2032-01-08,East,Accessories,2,500,1000
10509,2035-12-13,East,Monitor,5,1200,6000
10510,2026-03-02,North,Laptop,1,2000,2000
10511,2025-01-02,North,Smartphone,2,800,1600
10512,2034-11-09,East,Tablet,3,1500,4500
10513,2036-04-08,South,Smartphone,4,1500,6000
10514,2025-08-11,South,Monitor,5,2000,10000
10515,2029-12-14,East,Laptop,2,1200,2400
10516,2032-02-07,South,Smartphone,4,800,3200
10517,2032-01-15,North,Monitor,4,1200,4800
10518,2027-03-23,South,Tablet,2,500,1000
10519,2026-04-06,South,Accessories,1,1200,1200
10520,2031-03-13,West,Keyboard,1,500,500
10521,2030-05-05,West,Tablet,5,1500,7500
10522,2026-05-02,West,Laptop,1,800,800
10523,2027-03-21,South,Keyboard,5,500,2500
10524,2031-11-11,East,Tablet,3,1200,3600
10525,2029-07-14,North,Tablet,2,1200,2400
10526,2033-03-08,South,Tablet,4,1500,6000
10527,2026-10-20,East,Tablet,5,2000,10000
10528,2028-01-31,South,Keyboard,1,2000,2000
10529,2026-09-27,North,Laptop,5,1200,6000
10530,2024-05-14,South,Monitor,5,2000,10000
10531,2027-08-08,North,Smartphone,1,800,800
10532,2024-05-25,South,Accessories,1,2000,2000
10533,2034-10-22,North,Smartphone,2,800,1600
10534,2026-08-17,South,Smartphone,4,1200,4800
10535,2026-03-01,North,Accessories,2,1200,2400
10536,2028-01-02,West,Keyboard,2,1200,2400
10537,2031-08-08,South,Laptop,1,1500,1500
10538,2032-07-18,South,Accessories,1,2000,2000
10539,2027-12-16,East,Laptop,4,500,2000
10540,2031-01-02,East,Keyboard,5,500,2500
10541,2029-01-23,North,Smartphone,2,1200,2400
10542,2034-06-18,South,Laptop,4,2000,8000
10543,2024-12-14,North,Keyboard,2,800,1600
10544,2032-11-11,West,Keyboard,5,500,2500
10545,2034-04-27,East,Monitor,2,1200,2400
10546,2032-08-23,North,Accessories,3,500,1500
10547,2034-09-08,North,Monitor,4,500,2000
10548,2036-01-01,East,Smartphone,1,500,500
10549,2036-04-11,South,Accessories,2,1200,2400
10550,2026-05-28,North,Smartphone,4,1200,4800
10551,2033-02-26,East,Monitor,4,1500,6000
10552,2025-12-17,South,Keyboard,2,1500,3000
10553,2024-03-31,West,Smartphone,1,1500,1500
10554,2036-06-25,East,Accessories,1,500,500
10555,2025-06-13,North,Accessories,2,2000,4000
10556,2026-10-16,West,Smartphone,4,1200,4800
10557,2028-05-12,South,Accessories,1,1500,1500
10558,2031-05-31,South,Keyboard,2,2000,4000
10559,2028-06-19,East,Keyboard,2,1500,3000
10560,2034-09-25,East,Accessories,2,1500,3000
10561,2024-05-19,East,Smartphone,4,2000,8000
10562,2026-04-29,South,Monitor,1,1500,1500
